"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Amazônia  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"error of omission";0.9981087196880408;0.8569528432953039;0.9651156658669244;0.9787842304810489;0.8516959877556599;0.9288665285788569;0.9653795035699259;0.026067592870083756;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.015758967169739124;0.00010609160230892943;0.0010994496787170502;0.01276406788100238;0.00017539308044564557;0.0;0.00020361282289590998;0.01505379111755452;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1986 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.9011582273987503;8.952988378154189e-05;1.0422236565733189e-05;0.008192868169113353;5.7384696104996167e-05;0.0;0.0005832834573231926;0.9100917158416391;0.9100917158416391;-0.003598369876695826;0.9901839690578577;0.0018562587724087964;0.00981603094214234;0.003598369876695817
"1.2. Floresta Plantada";0.0;1.6135390296285543e-05;0.0;9.068265138559838e-05;0.0;0.0;0.0;0.00010681804168188393;0.00010681804168188393;7.409601788672437e-05;0.15105491583845487;0.11148880342491647;0.8489450841615451;7.409601788672437e-05
"2.2. Formação Campestre (Campo)";0.0016657316872713975;2.0389815649466978e-05;0.03538346925023723;0.001588303569142931;0.0;0.0;0.000530123318914801;0.03918801764121582;0.03918801764121582;-0.003748882873417154;0.9029155180593477;0.024877725608073067;0.09708448194065233;0.003748882873417153
"3.1. Pastagem";0.003305858791669591;5.4858969841313896e-05;4.52432809957096e-05;0.03159308612769046;0.0;7.544784807821982e-05;0.0;0.035074495018275295;0.035074495018275295;0.006468049361044434;0.9007424372390576;0.02339474436509129;0.09925756276094244;0.006468049361044427
"3.2. Agricultura";3.802128447091873e-05;0.0;0.0;6.98358324160482e-05;0.0002060133816873089;0.0;0.0;0.00031387049857427583;0.00031387049857427583;-5.0472420781970784e-05;0.6563642732372215;0.12201867911039377;0.34363572676277854;5.0472420781970764e-05
"4.1. Infraestrutura Urbana";1.0633687833613298e-05;0.0;0.0;7.768029571332324e-06;0.0;0.00044866146153887357;0.0;0.0004670631789438192;0.0004670631789438192;5.7046130673274185e-05;0.960601224342801;0.09332681037300732;0.03939877565719896;5.704613067327417e-05
"5.1. Rio, Lago e Oceano";0.00031487311494747566;0.0;0.0;0.0;0.0;0.0;0.014443146664741906;0.014758019779689381;0.014758019779689381;0.000798533661290518;0.9786642707051513;0.036027351982882316;0.021335729294848726;0.0007985336612905177
"total";0.9064933459649432;0.0001809140595686083;0.03543913476779867;0.04154254437931972;0.00026339807779230507;0.0005241093096170934;0.0155565534409799;0.9999999999999999;0.9999999999999999;0;0.9832487396749423;0.0041103222951231;0.016751260325057693;0.007397725170894942
"adj population";0.9064933459649234;0.00018091405956860828;0.035439134767798836;0.041542544379319805;0.00026339807779230507;0.0005241093096170934;0.015556553440979873;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.5064628606490434e-18;1.0828482874455162e-16;1.0266501425972344e-17;9.049608383228251e-18;1.0828482874455162e-16;8.682997393586199e-17;1.6859391460004748e-17;3.4608159555481963e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9941145529749985;0.08918815007943867;0.9984292642039324;0.7604995456998973;0.7821369974072279;0.8560455868770181;0.9284284413985298;0.9832487396749424;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0018985500847926381;0.06579946559794958;0.02846213652474022;0.019380051597862796;0.15423759940059364;0.08102128067867753;0.03377804254047258;0.004155257031540714;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9981014499152073;0.9342005344020504;0.9715378634752598;0.9806199484021372;0.8457624005994063;0.9189787193213225;0.9662219574595274;0.016751260325057582;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.010670237132385907;0.00018136530277119677;0.000111331035122883;0.006962817781169667;0.00011476939220999232;3.680343480989129e-05;0.0006297462298949508;0.009353535154182243;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1987 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.8947407962599535;8.765368640326506e-05;0.0006049238001163018;0.009856503439573722;3.401511365101847e-05;1.529765709618175e-05;0.0007422639988039896;0.9060814539555979;0.9060814539555979;0.0012017409984915114;0.9874838430406714;0.0019023013127081063;0.012516156959328617;0.001201740998491685
"1.2. Floresta Plantada";0.0;1.579725541111991e-05;0.0;6.796060211873933e-05;0.0;0.0;0.0;8.375785752985925e-05;8.375785752985925e-05;9.336494854975461e-05;0.18860624993288866;0.14032248222036928;0.8113937500671113;9.336494854975461e-05
"2.2. Formação Campestre (Campo)";0.008466894604012285;1.9962524592567776e-05;0.027316143176625066;0.0016657184282308135;2.2162092347887874e-05;0.0;0.0005370075913006912;0.03802788841710931;0.03802788841710931;-0.009887759913965044;0.7183186948748681;0.021587845377856494;0.2816813051251319;0.009887759913965042
"3.1. Pastagem";0.003919203785658677;5.370933967266109e-05;0.0002190615264028965;0.03577363837123049;3.126109216796817e-05;7.386675527677728e-05;0.0;0.04007074087040947;0.04007074087040947;0.0073995146726057535;0.8927620900977105;0.02183037861364859;0.10723790990228954;0.007399514672605738
"3.2. Agricultura";0.0;0.0;0.0;9.88294599102986e-05;0.00020169614424338675;0.0;0.0;0.00030052560415368536;0.00030052560415368536;-1.1391161743424087e-05;0.6711446261338906;0.12533426830327543;0.3288553738661094;1.1391161743424128e-05
"4.1. Infraestrutura Urbana";1.0410847186533708e-05;0.0;0.0;7.6052419511487355e-06;0.0;0.00045007372472012663;0.0;0.0004680898138578091;0.0004680898138578091;7.114832323527656e-05;0.9615114693712279;0.09032146939499383;0.03848853062877211;7.114832323527653e-05
"5.1. Rio, Lago e Oceano";0.00014588945727850612;0.0;0.0;0.0;0.0;0.0;0.01482165402408944;0.014967543481367947;0.014967543481367947;0.0011333821328261748;0.9902529458183895;0.036865675277121875;0.009747054181610482;0.0011333821328261742
"total";0.9072831949540896;0.00017712280607961385;0.028140128503144266;0.047470255543015205;0.00028913444241026123;0.0005392381370930856;0.01610092561419412;1.0000000000000002;1.0000000000000002;0;0.9733197989562726;0.004062825983659412;0.02668020104372737;0.009899151075708545
"adj population";0.9072831949540635;0.00017712280607961383;0.0281401285031443;0.04747025554301528;0.0002891344424102613;0.0005392381370930856;0.0161009256141941;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.283382156145483e-18;1.065114766760899e-16;1.0766828810921826e-17;8.295374343123953e-18;9.634712694266903e-17;8.251338183345646e-17;1.6163461160882328e-17;3.2688103192328895e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9861758723583862;0.08918815007943867;0.9707184945361167;0.7536011332151813;0.6975860176394835;0.8346474289566669;0.9205467051548321;0.9733197989562727;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.001908182579484748;0.0649559681761669;0.031924110902081505;0.018067512495609703;0.13325851479365322;0.07541311252436493;0.033608991268384916;0.004119116310013732;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9980918174205152;0.9350440318238331;0.9680758890979185;0.9819324875043903;0.8667414852063468;0.9245868874756351;0.9663910087316151;0.02668020104372726;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.022681315391288814;0.00013592120423747866;0.0016479706530383997;0.00859420499835796;0.00017487659633374895;3.6032178275364926e-05;0.00029177891455701294;0.01678104996804439;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1988 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.8886907617165064;0.00012726586764100605;2.109541251618795e-05;0.009340462565107508;3.370843433498016e-05;1.515973384643523e-05;0.0008740517599355314;0.899102505489888;0.899102505489888;-0.00372001322625903;0.988419847892973;0.0019858615257322206;0.011580152107027009;0.0037200132262589225
"1.2. Floresta Plantada";3.130965559379817e-05;1.5654827796899085e-05;0.0;2.038338783467631e-05;0.0;0.0;0.0;6.734787122537356e-05;6.734787122537356e-05;0.0001284280921001947;0.2324472550069418;0.1752149607202263;0.7675527449930581;0.0001284280921001946
"2.2. Formação Campestre (Campo)";0.001575118348337608;3.09137935884819e-05;0.035343080240162576;0.0016569512721444138;2.1962279541352547e-05;0.0;0.0006424612906504976;0.03927048722442494;0.03927048722442494;-0.003856803124091044;0.8999908770721943;0.024329008276539745;0.10000912292780573;0.003856803124091049
"3.1. Pastagem";0.004701430641251044;2.1941474299181143e-05;4.95084476551223e-05;0.040851212812196044;5.516646100018724e-05;7.32007746712539e-05;0.00011636302467412565;0.04586882363574696;0.04586882363574696;0.006180272215679899;0.8906095594821288;0.020892632434070225;0.10939044051787117;0.006180272215679891
"3.2. Agricultura";0.0;0.0;0.0;9.793841625597824e-05;0.00019987765743194333;0.0;0.0;0.00029781607368792155;0.00029781607368792155;1.2898758620541735e-05;0.6711446261338906;0.12523711815221183;0.3288553738661094;1.2898758620541722e-05
"4.1. Infraestrutura Urbana";1.0316983278645516e-05;0.0;0.0;3.014669320727172e-05;0.0;0.0004460158725700471;0.0;0.0004864795490559643;0.0004864795490559643;4.789683203177189e-05;0.9168234788812009;0.08912481376093329;0.08317652111879914;4.789683203177195e-05
"5.1. Rio, Lago e Oceano";0.0003735549186615333;0.0;0.0;5.200070468095547e-05;0.0;0.0;0.014480984532656558;0.014906540155999046;0.014906540155999046;0.001207320451917666;0.9714517507826101;0.035944186463384487;0.028548249217389854;0.0012073204519176678
"total";0.8953824922636291;0.00019577596332556816;0.03541368410033389;0.05204909585142685;0.0003107148323084633;0.0005343763810877363;0.016113860607916714;0.9999999999999999;0.9999999999999999;0;0.9800275876593202;0.004327484393972148;0.019972412340679813;0.00757681635035002
"adj population";0.8953824922636004;0.00019577596332556822;0.035413684100334034;0.052049095851426926;0.0003107148323084633;0.0005343763810877363;0.01611386060791669;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";5.937107329075824e-18;1.0015034065367623e-16;9.87973036890553e-18;7.828823559424759e-18;9.142797555543205e-17;8.178055303305378e-17;1.5939988926507115e-17;3.129445194260753e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9925264000525571;0.07996297160783566;0.9980063113464479;0.7848592207788789;0.6432832830893443;0.8346474289566669;0.898666364629099;0.9800275876593203;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.00202582934104279;0.056762683829480645;0.027983724720807616;0.018108808391087795;0.11964872986576691;0.07528269808165038;0.032837582905150174;0.004365104948737631;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9979741706589572;0.9432373161705193;0.9720162752791924;0.9818911916089123;0.8803512701342331;0.9247173019183497;0.9671624170948498;0.0199724123406797;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.013383461094245375;0.00010338608685694895;0.0001412077203426232;0.010035221647101827;0.00019587683251195645;8.092735297183444e-05;0.0008511112466849761;0.01239559599035777;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1989 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.884683407508216;0.00013496371812821053;0.0005299765643139217;0.00976493920206703;3.3620606989590304e-05;2.268035272653768e-05;0.000909165834480935;0.8960787537869223;0.8960787537869223;0.003101974306221153;0.9872830973499277;0.002027014146293693;0.012716902650072304;0.003101974306220945
"1.2. Floresta Plantada";3.12280782678225e-05;1.5614039133911254e-05;4.6764224495154686e-05;2.0330278905742346e-05;0.0;0.0;0.0;0.00011393662080263079;0.00011393662080263079;0.0001359421546103444;0.13704144483062222;0.09739939209483349;0.8629585551693778;0.0001359421546103444
"2.2. Formação Campestre (Campo)";0.008255071642405392;3.08332476811928e-05;0.027198382650198076;0.0016529558848232143;2.190505680915269e-05;0.0;0.0005752589054386998;0.03773440738735572;0.03773440738735572;-0.0096577112073259;0.7207846772574963;0.021690855570712927;0.2792153227425037;0.009657711207325899
"3.1. Pastagem";0.006011395885500058;6.846777046966059e-05;0.00027309997540616513;0.04363072547233622;4.871036986497799e-05;0.00010758686121965068;3.285758521372903e-05;0.050172843920010465;0.050172843920010465;0.005148774610063695;0.8696083790246335;0.019592909211586466;0.1303916209753665;0.005148774610063689
"3.2. Agricultura";0.0;0.0;0.0;0.00017552477449545915;0.0001625357111126921;0.0;0.0;0.00033806048560815124;0.00033806048560815124;-7.128874083173817e-05;0.48078884706179065;0.10026749494989895;0.5192111529382093;7.128874083173816e-05
"4.1. Infraestrutura Urbana";1.0290102372674316e-05;0.0;0.0;4.5188381131499965e-05;0.0;0.0004448537779530059;0.0;0.0005003322614571802;0.0005003322614571802;7.478873044201409e-05;0.8891167174737095;0.08467400054328504;0.11088328252629054;7.478873044201406e-05
"5.1. Rio, Lago e Oceano";0.00018933487638143524;0.0;2.8472765616507127e-05;3.19545363149845e-05;0.0;0.0;0.014811903359557572;0.0150616655378705;0.0150616655378705;0.001267520146820437;0.9834173599403774;0.03624088969290261;0.016582640059622622;0.0012675201468204354
"total";0.8991807280931432;0.0002498787754129752;0.028076696180029823;0.055321618530074154;0.0002667717447764131;0.0005751209918991942;0.016329185684690935;0.9999999999999999;0.9999999999999999;0;0.9709474225185073;0.0042510949957815505;0.029052577481492703;0.009728999948157534
"adj population";0.8991807280931164;0.0002498787754129752;0.028076696180029857;0.05532161853007422;0.0002667717447764131;0.0005751209918991943;0.016329185684690915;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";5.96079810628697e-18;8.783882018287211e-17;1.0634259582296821e-17;7.610805148849437e-18;9.548708371799132e-17;7.918154615778046e-17;1.5822524029183657e-17;3.0253583692526074e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9838771893880869;0.062486456114993746;0.9687173475041386;0.7886740596466374;0.6092688386055152;0.7734959847039955;0.9070815682771088;0.9709474225185067;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0020091386821832215;0.04346324977851736;0.03178536246379071;0.017531509706524857;0.12751059822609062;0.06920563078754012;0.0328358446829855;0.0042897392245563075;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9979908613178168;0.9565367502214827;0.9682146375362093;0.9824684902934752;0.8724894017739093;0.9307943692124598;0.9671641553170145;0.029052577481493258;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.022790692557412617;0.00019664516333743907;0.001756627059663493;0.013084236895348489;0.00020847206732744198;0.00011095696700834856;0.000499524356625855;0.019323577533361842;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1990 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.8832274362149493;0.00016921869396582773;1.0130836315816597e-05;0.011408807780902863;3.377179413628939e-05;0.0;0.0007616239369526343;0.8956109892572227;0.8956109892572227;-0.005748837357415374;0.9861730671119341;0.002034916671911723;0.013826932888065913;0.005748837357415271
"1.2. Floresta Plantada";0.0;0.0;0.0;2.042170131403817e-05;0.0;0.0;0.0;2.042170131403817e-05;2.042170131403817e-05;0.0002634159299395707;0.0;0.0;1.0;0.00026341592993957063
"2.2. Formação Campestre (Campo)";0.0015276524595380049;2.8770953689511742e-05;0.035089747834804695;0.0016725967292938208;2.2003560772459554e-05;0.0;0.0005931155178431444;0.038933887055941634;0.038933887055941634;-0.003790030082153823;0.9012649516444754;0.024563521509051688;0.0987350483555246;0.0037900300821538183
"3.1. Pastagem";0.004737152625988688;8.584798359826931e-05;4.397830266730136e-05;0.04426409234094357;7.09378696185403e-05;0.00013085300730771395;0.0;0.04933286213012408;0.04933286213012408;0.008198646775360644;0.8972536850626922;0.020188452286888002;0.10274631493730779;0.00819864677536064
"3.2. Agricultura";0.0;0.0;0.0;0.00012019876609692375;0.0001798391887905187;0.0;0.0;0.00030003795488744246;0.00030003795488744246;6.514458430365513e-06;0.5993881302716664;0.11477402439273156;0.4006118697283336;6.514458430365499e-06
"4.1. Infraestrutura Urbana";1.9649575164500504e-05;0.0;0.0;4.539158693350519e-05;0.0;0.00046885146415369687;0.0;0.0005338926262517025;0.0005338926262517025;6.581184520970825e-05;0.8781755752001299;0.0803363210938771;0.1218244247998701;6.581184520970836e-05
"5.1. Rio, Lago e Oceano";0.000350261024166868;0.0;0.0;0.0;0.0;0.0;0.01491764825011938;0.015267909274286248;0.015267909274286248;0.0010044784306289106;0.9770590054031321;0.036206439527585385;0.022940994596867936;0.0010044784306289124
"total";0.8898621518998074;0.0002838376312536088;0.035143856973787815;0.057531508905484724;0.00030655241331780796;0.0005997044714614109;0.01627238770491516;1.0000000000000002;1.0000000000000002;0;0.9781476152937606;0.004404925405863431;0.021852384706239403;0.009538867439569144
"adj population";0.8898621518997794;0.00028383763125360885;0.03514385697378795;0.05753150890548482;0.0003065524133178079;0.0005997044714614109;0.01627238770491514;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";5.825275844716463e-18;8.484602850719639e-17;9.93843873635471e-18;7.524651767726567e-18;8.804712932527153e-17;7.700112245245005e-17;1.5918737530331687e-17;2.891013841640474e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9925441084659083;0.0;0.9984603528570162;0.7693886912241876;0.5866507030367967;0.781804182668773;0.9167461174498333;0.9781476152937609;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.002090827429949612;0.0;0.028231711458784593;0.016970553656941514;0.11288594130441042;0.06749331680624386;0.03345205948734131;0.004448487367669104;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9979091725700504;1.0;0.9717682885412154;0.9830294463430584;0.8871140586955896;0.9325066831937562;0.9665479405126587;0.02185238470623907;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.013269431369716367;4.084340262807634e-05;0.0001082182779662405;0.010137539578361027;0.00024039753219384753;0.0001300823241960113;0.0007005220483337349;0.012313517266697651;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1991 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.8803468736896244;0.00021946646053415872;0.0005374685044520657;0.010510553734627235;3.3632340652046745e-05;2.268826821727729e-05;0.0008961999326800785;0.8925668829307872;0.8925668829307872;0.002109749431194642;0.9863091388725533;0.00206995817237689;0.013690861127446663;0.002109749431194685
"1.2. Floresta Plantada";0.0;0.0;4.969940680523283e-05;2.0337374215782377e-05;0.0;0.0;0.0;7.003678102101521e-05;7.003678102101521e-05;0.00023276911432883825;0.0;0.0;1.0;0.00023276911432883825
"2.2. Formação Campestre (Campo)";0.008091191451672515;1.9737885760437478e-05;0.02760539437379487;0.001375129280200785;2.1912701719988692e-05;0.0;0.0005277759020340034;0.037641141595182594;0.037641141595182594;-0.0091410994827934;0.7333835586253282;0.0219736128960297;0.2666164413746718;0.009141099482793395
"3.1. Pastagem";0.006006818955897334;6.360154905525725e-05;0.00028631991243097647;0.04708383877715427;9.060053390354385e-05;0.00010762440926019289;0.00010605444918323692;0.053744858586884804;0.053744858586884804;0.005466705478141268;0.8760621948802373;0.01922585950424858;0.12393780511976271;0.005466705478141265
"3.2. Agricultura";0.0;0.0;0.0;0.00017959556573228817;0.0001556461893273215;0.0;0.0;0.0003352417550596097;0.0003352417550596097;-3.3449989456708906e-05;0.4642804393493463;0.08137673997815294;0.5357195606506537;3.3449989456708906e-05
"4.1. Infraestrutura Urbana";1.9568436397945226e-05;0.0;0.0;3.0078639826577478e-05;0.0;0.0005268176650228435;0.0;0.0005764647412473662;0.0005764647412473662;8.066560125294747e-05;0.9138766473087403;0.07981862229801893;0.0861233526912597;8.066560125294744e-05
"5.1. Rio, Lago e Oceano";0.00021217982838971257;0.0;2.1159914906054544e-05;1.2030693269138923e-05;0.0;0.0;0.014820003173280732;0.015065373609845637;0.015065373609845637;0.0012846598473324126;0.9837129537627561;0.0361900896432705;0.016287046237243863;0.0012846598473324148
"total";0.8946766323619819;0.00030280589534985346;0.0285000421123892;0.05921156406502607;0.0003017917656029008;0.0006571303425003136;0.016350033457178052;0.9999999999999999;0.9999999999999999;0;0.9705385738682037;0.0043264898123906185;0.029461426131796253;0.009174549472250128
