"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Cerrado  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"3.1. Pastagem";0.018586017098350154;0.0006765926209036676;0.010394031469787186;0.24565951666221456;0.009146782488984189;0.0011373803609206416;2.286344538810953e-05;0.2856231841465485;0.2856231841465485;0.0412404175821009;0.8600825503582736;0.011887763477861444;0.13991744964172637;0.04124041758210095
"3.2. Agricultura";0.0007016283690167084;5.3272428902461514e-05;0.0010948211197185735;0.009080811137684856;0.03178833145961626;6.203452802094454e-05;0.0;0.0427808990429598;0.0427808990429598;-0.00023563053302065595;0.7430496359530686;0.02313159990799718;0.2569503640469314;0.000235630533020649
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;7.246679024587746e-05;0.0;0.0014825962954538795;0.0;0.001555063085699757;0.001555063085699757;0.0014464759559193593;0.9533994531075449;0.05212029237618965;0.046600546892455075;0.0014464759559193597
"5.1. Rio, Lago e Oceano";0.0001428413943292978;0.0;0.00010017491977873818;9.238864399166446e-05;0.0;0.0;0.005277869266050725;0.005613274224150425;0.005613274224150425;0.0008315007664878195;0.9402478937058405;0.051075090946674354;0.0597521062941595;0.0008315007664878192
"total";0.5169666988897003;0.010689085050847518;0.09348903178861111;0.3268636017286495;0.04254526850993915;0.0030015390416191167;0.0064447749906382445;0.9999999999999999;0.9999999999999999;0;0.7996243037159829;0.01048372407451153;0.20037569628401708;0.047972780394034714
"adj population";0.5169666988896973;0.01068908505084752;0.09348903178861112;0.3268636017286475;0.042545268509939164;0.0030015390416191163;0.006444774990638241;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.2107963285015748e-17;1.0606264860810545e-16;3.674210963484232e-17;2.365029885404148e-17;5.55445489799456e-17;2.0365927383066726e-16;1.4629542629138556e-16;5.940622694840034e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8925044531372428;0.5031667970820213;0.5203018528541825;0.751565837747061;0.7471649039467241;0.4939453643268704;0.8189377090305585;0.7996243037159828;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.008365873881878903;0.027525870759811884;0.01348327466920624;0.010178954409029226;0.023050622170989958;0.026961687233839134;0.043414883890016735;0.01054819319618583;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9916341261181211;0.9724741292401882;0.9865167253307937;0.9898210455909707;0.97694937782901;0.9730383127661608;0.9565851161099833;0.2003756962840172;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.1111432360139647;0.0017126125450976117;0.08969303065490644;0.07992733496866794;0.021513874100645786;0.0001449335804917548;0.0006708099161994007;0.1524029158899868;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1990 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.4531811837057271;0.003754101260314999;0.03298616321219687;0.05911244090133091;0.00101673175926457;0.00027340269301728094;0.0008352317909812355;0.5511592553228328;0.5511592553228328;-0.045518355556771875;0.8222327382314985;0.007530123190366021;0.17776726176850155;0.04551835555677186
"1.2. Floresta Plantada";0.0005683157901100129;0.006002671399515029;0.0;0.0003279650780581908;0.0;0.0;0.0;0.006898952267683232;0.006898952267683232;0.0037918685332921404;0.8700844949505373;0.048878366829436144;0.1299155050494627;0.003791868533292141
"2.2. Formação Campestre (Campo)";0.034117638473903714;0.0003074161607652918;0.04849503870118983;0.015688422536168353;0.0007643164213709766;4.579316784373784e-05;0.00035073217422218906;0.0997693576354641;0.0997693576354641;-0.00665298396879882;0.4860714737522954;0.012458387116231926;0.5139285262477046;0.00665298396879882
"3.1. Pastagem";0.017000045322670073;0.0005829100911288327;0.010602110245767822;0.25134948282643693;0.010211386618987078;0.0011767174701320844;4.5679379546543826e-05;0.29096833195466937;0.29096833195466937;0.04448271010380095;0.8638379343137415;0.011795249643955532;0.13616206568625855;0.044482710103801004
"3.2. Agricultura";0.0006310234946225055;4.3721889251221904e-05;0.000956064317803291;0.008854191928473492;0.033397981009461016;6.197007280305051e-05;0.0;0.043944952712414574;0.043944952712414574;0.001445463096669054;0.759995834516531;0.02336705411503829;0.24000416548346903;0.0014454630966690626
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;7.23914956816341e-05;0.0;0.0015562430544165254;0.0;0.0016286345500981596;0.0016286345500981596;0.0014854919081145194;0.9555508043979105;0.05078474102547947;0.044449195602089486;0.0014854919081145192
"5.1. Rio, Lago e Oceano";0.0001426929790275376;0.0;7.699718970747166e-05;4.614729232090713e-05;0.0;0.0;0.005364678095787624;0.00563051555684354;0.00563051555684354;0.0009658058836940519;0.9527863020051852;0.05164754970556281;0.047213697994814785;0.0009658058836940521
"total";0.505640899766061;0.010690820800975373;0.09311637366666528;0.3354510420584704;0.04539041580908364;0.003114126458212679;0.006596321440537592;0.9999999999999999;0.9999999999999999;0;0.799347278792533;0.010562892207476667;0.20065272120746702;0.05217133952557073
"adj population";0.5056408997660575;0.010690820800975373;0.0931163736666653;0.3354510420584679;0.04539041580908364;0.0031141264582126792;0.006596321440537588;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.203169494054665e-17;1.0592426172408017e-16;3.668650031869071e-17;2.3435438089893256e-17;5.3667226571567215e-17;1.9916919757826118e-16;1.4367166624665912e-16;5.845859854696983e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8962510428159488;0.5614790025259219;0.5208003360911659;0.749288126470107;0.7357936783380894;0.49973662768650556;0.8132833040577853;0.7993472787925332;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.00853910493537153;0.02992785872591524;0.01350555419609271;0.01001153733257317;0.02232711885932068;0.026540295704794884;0.042749469061690554;0.010631719224481171;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9914608950646284;0.9700721412740848;0.9864944458039073;0.9899884626674268;0.9776728811406793;0.9734597042952051;0.9572505309383095;0.2006527212074668;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.10491943212066779;0.0017925617363364066;0.0892426699309509;0.07923769825646487;0.021093943405907117;0.00014478299136326837;0.0005316749221118324;0.1484813816819011;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1991 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.44758355240085645;0.0031741164779834114;0.032646040187390396;0.05952014427254826;0.000811507453430601;0.00029397096008457776;0.0008317365981756512;0.5448610683504694;0.5448610683504694;-0.0450665150564519;0.8214636324740276;0.0075884398144556945;0.17853636752597235;0.045066515056452205
"1.2. Floresta Plantada";0.0006595004069168076;0.007262040002757469;0.0;0.0001828360462972812;0.0;0.0;0.0;0.008104376455971557;0.008104376455971557;0.00288626291122119;0.8960640022350603;0.049585988405048936;0.10393599776493967;0.0028862629112211893
"2.2. Formação Campestre (Campo)";0.03443893060540712;0.00024092966834398521;0.04770737000227769;0.015042849217922618;0.0005996575790669457;0.00013161855599725088;0.0003492644659940478;0.09851062009500966;0.09851062009500966;-0.007040966804315409;0.4842865668317368;0.0125418098000203;0.5157134331682631;0.007040966804315402
"3.1. Pastagem";0.016359633163881844;0.0003135532181078818;0.01019624092901801;0.25715311148781367;0.009953731240370554;0.0010310748681478597;4.548822513829619e-05;0.2950528331324781;0.2950528331324781;0.0467423226224963;0.8715493722182024;0.011758402365241076;0.1284506277817976;0.0467423226224965
"3.2. Agricultura";0.0005692806350221233;0.0;0.0008433271922864967;0.00977817199141933;0.03481870332625269;0.0;0.0;0.04600948314498064;0.04600948314498064;0.00017411645414015103;0.7567723205352115;0.02286568427181895;0.24322767946478852;0.00017411645414015103
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;7.208855913440969e-05;0.0;0.0016951332112100633;0.0;0.001767221770344473;0.001767221770344473;0.0013845758250952786;0.9592079724547771;0.04884287420750803;0.04079202754522293;0.0013845758250952789
"5.1. Rio, Lago e Oceano";0.00018365608193291703;0.0;7.667497972166689e-05;4.5954179839008256e-05;0.0;0.0;0.005388111809258401;0.005694397050751993;0.005694397050751993;0.000920204047814403;0.9462128757858315;0.05136177767555873;0.053787124214168536;0.0009202040478144026
"total";0.49979455329401723;0.010990639367192747;0.09146965329069426;0.3417951557549746;0.04618359959912079;0.0031517975954397518;0.006614601098566396;0.9999999999999999;0.9999999999999999;0;0.8016080222404258;0.010672189193928693;0.19839197775957418;0.05210748186076756
"adj population";0.49979455329401434;0.010990639367192745;0.09146965329069429;0.34179515575497177;0.04618359959912081;0.0031517975954397518;0.006614601098566391;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
